City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
292,eyl,7.9803,49.8164,301.96,83,60,3.94,SO,1715286985
293,goba,7.0167,39.9833,283.76,93,67,1.21,ET,1715286986
294,rio rico,31.4715,-110.9765,302.07,18,0,6.69,US,1715286986
295,dickson,36.077,-87.3878,301.39,62,0,3.6,US,1715286426
296,kolonia,50.9333,6.95,289.24,78,0,2.57,DE,1715286926
297,madras,13.0878,80.2785,304.26,82,40,3.13,IN,1715286988
298,mata-utu,-13.2816,-176.1745,301.43,76,100,7.15,WF,1715286989
299,acapulco de juarez,16.8634,-99.8901,302.05,70,0,4.12,MX,1715286727
300,mangrol,21.1167,70.1167,300.64,85,0,4.48,IN,1715286991
301,bull savanna,17.8868,-77.5902,300.67,73,78,5.77,JM,1715286991
302,sorong,-0.8833,131.25,299.52,89,100,4.32,ID,1715286992
303,arar,30.9753,41.0381,296.16,14,0,5.14,SA,1715286992
304,bavly,54.393,53.2602,274.42,56,15,5.18,RU,1715286993
305,roma,43.2128,-75.4557,291.77,47,0,0.89,US,1715286934
306,ust'-kalmanka,52.1207,83.305,288.08,65,99,2.12,RU,1715286994
307,mejit,10.2753,170.8646,300.52,84,49,8.91,MH,1715286995
308,novyy urengoy,66.0833,76.6333,272.8,98,100,9.0,RU,1715286996
309,manadhoo,5.7667,73.3833,302.24,79,100,6.13,MV,1715286996
310,bani walid,31.7566,13.9942,290.73,51,0,7.56,LY,1715286840
311,emerald,-23.5333,148.1667,291.12,82,100,5.39,AU,1715286998
312,kalispell,48.1958,-114.3129,294.92,41,0,3.6,US,1715286999
313,zaozersk,69.4005,32.4476,266.63,90,84,1.93,RU,1715286999
314,suva,-18.1416,178.4415,292.86,88,40,2.57,FJ,1715287000
315,ishigaki,24.3448,124.1572,296.22,68,40,4.12,JP,1715287001
316,san antonio de pale,-1.4014,5.6325,300.02,90,87,6.63,GQ,1715287001
317,tolanaro,-25.0319,46.9987,297.19,78,20,8.23,MG,1715287002
318,smithers,54.7804,-127.1743,290.33,36,75,1.54,CA,1715287002
319,levuka,50.1834,-105.4011,293.99,26,20,11.32,CA,1715287003
320,nouadhibou,20.931,-17.0347,293.14,83,20,8.23,MR,1715287004
321,bata,1.8639,9.7658,300.66,87,98,2.57,GQ,1715287004
322,alamosa,37.4695,-105.87,280.84,59,100,2.95,US,1715287005
323,blagoveshchenka,52.8333,79.8667,289.67,61,100,5.6,RU,1715287005
324,hammerfest,70.6634,23.6821,274.4,86,75,6.69,NO,1715287006
325,lubang,13.8584,120.124,301.95,76,71,9.22,PH,1715287007
326,kanniyakumari,8.0833,77.5667,302.5,75,100,1.96,IN,1715287007
327,mutuali,-14.8706,37.0044,294.15,69,95,1.57,MZ,1715287008
328,port blair,11.6667,92.75,302.21,77,100,1.69,IN,1715287009
329,san juan de miraflores,-12.1629,-76.9635,292.44,80,87,1.89,PE,1715287009
330,okha,53.5739,142.9478,276.62,93,100,2.68,RU,1715286737
331,horta,38.5333,-28.6333,290.95,87,20,4.12,PT,1715287010
332,senges,-24.1128,-49.4636,297.25,58,34,0.77,BR,1715287011
333,saipan,15.1355,145.701,301.54,83,75,5.66,MP,1715287012
334,as sulayyil,20.4607,45.5779,305.29,33,48,2.98,SA,1715287012
335,al jawf,29.5,38.75,299.24,14,5,7.7,SA,1715287013
336,krasnosilka,46.6226,30.7742,285.51,59,68,5.48,UA,1715287014
337,crieff,56.3727,-3.8389,288.35,90,100,1.35,GB,1715287015
338,griffith,41.5284,-87.4237,287.42,92,100,5.66,US,1715287015
339,fomboni,-12.28,43.7425,301.55,68,24,6.44,KM,1715287016
340,katsuura,35.1333,140.3,287.11,66,0,1.71,JP,1715287017
341,howrah,22.5892,88.3103,297.15,88,75,2.06,IN,1715287017
342,jianshui,23.6363,102.8264,290.29,94,100,2.03,CN,1715287018
343,polyarnyy,69.1989,33.4478,270.15,84,100,3.57,RU,1715286799
344,gillette,44.2911,-105.5022,284.63,68,100,8.23,US,1715286790
345,vila franca do campo,37.7167,-25.4333,291.42,99,49,2.03,PT,1715287020
346,porbandar,21.6422,69.6093,300.9,85,0,4.1,IN,1715286793
347,zhangjiakou,40.81,114.8794,291.71,48,100,3.05,CN,1715287021
348,san luis de la loma,17.2706,-100.8939,302.68,53,65,4.4,MX,1715287022
349,i-n-salah,27.1935,2.4607,301.51,13,0,6.27,DZ,1715287022
350,madaripur,23.1753,90.2072,297.89,76,100,0.58,BD,1715287023
351,mandalgovi,45.7625,106.2708,274.61,68,12,12.47,MN,1715287024
352,vengerovo,55.6848,76.7471,289.85,56,100,4.4,RU,1715287024
353,bandarbeyla,9.4942,50.8122,301.88,80,53,2.44,SO,1715287025
354,vila velha,-20.3297,-40.2925,300.34,83,0,4.12,BR,1715287025
355,keflavik,64.0049,-22.5624,281.1,65,0,3.6,IS,1715287027
356,santo augusto,-27.8508,-53.7772,289.77,85,95,2.72,BR,1715287027
357,changli,39.7042,119.1506,289.01,54,97,3.25,CN,1715287028
358,la passe,45.5549,-0.8967,292.28,89,9,4.99,FR,1715287029
359,midoun,33.8081,10.9923,293.07,68,45,9.83,TN,1715287029
360,zhaqsy,51.9083,67.3133,280.84,85,76,5.13,KZ,1715287030
361,masterton,-40.9597,175.6575,277.09,71,2,2.3,NZ,1715287030
362,el porvenir,13.7617,-87.3458,306.78,56,95,2.57,HN,1715287031
363,paranaiba,-19.6772,-51.1908,299.79,41,56,1.11,BR,1715287032
364,korla,41.7597,86.1469,292.75,18,0,2.2,CN,1715287033
365,west bay,19.3667,-81.4167,305.19,62,20,5.14,KY,1715287034
366,kokopo,-4.352,152.2633,298.42,85,100,1.77,PG,1715287034
367,flekkefjord,58.2971,6.6607,283.68,98,96,2.32,NO,1715287035
368,qarqin,37.4185,66.0436,293.86,66,100,5.75,AF,1715287035
369,colonia menno,-22.3667,-59.8167,290.16,79,100,3.27,PY,1715287036
370,el alto,-4.2714,-81.2147,298.96,72,31,5.53,PE,1715287036
371,tucuma,-0.1833,-50.05,299.18,91,95,3.53,BR,1715287037
372,portland,45.5234,-122.6762,300.84,31,20,8.23,US,1715286951
373,cody,44.5263,-109.0565,283.26,74,100,5.66,US,1715286763
374,galle,6.0367,80.217,301.18,78,80,1.59,LK,1715287039
375,saacow,1.6279,42.4407,298.5,90,96,4.26,SO,1715287039
376,nalut,30.3333,10.85,291.66,32,0,4.25,LY,1715287040
377,xucheng,20.35,110.1288,297.73,91,23,3.51,CN,1715287041
378,tsiombe,-25.3,45.4833,294.45,78,0,2.61,MG,1715287041
379,toulepleu guere,6.574,-8.4259,298.04,93,92,1.64,CI,1715287042
380,vlore,40.4667,19.4897,290.83,87,100,4.7,AL,1715287042
381,kananga,-5.8958,22.4178,295.5,94,100,1.29,CD,1715287043
382,monclova,26.9,-101.4167,314.61,8,2,3.58,MX,1715286777
383,havre,49.5833,0.3333,287.37,88,42,4.12,FR,1715287044
384,grantsville,40.5999,-112.4644,290.86,49,40,6.69,US,1715287045
385,gisborne,-38.6533,178.0042,284.7,67,100,10.85,NZ,1715287045
386,prado,-17.3411,-39.2208,298.8,82,1,1.75,BR,1715287046
387,rexburg,43.826,-111.7897,291.88,28,75,6.69,US,1715286771
388,skovorodino,53.9833,123.9167,276.28,62,97,3.6,RU,1715287047
389,shangzhi,45.2167,127.9667,284.05,34,100,4.82,CN,1715286957
390,xaltianguis,17.0667,-99.8333,297.88,38,61,3.82,MX,1715287048
391,gulbene,57.1777,26.7529,277.68,93,100,2.25,LV,1715287049
392,touros,-5.1989,-35.4608,300.18,85,98,5.07,BR,1715287050
393,aioun,16.6614,-9.6149,309.79,5,0,3.49,MR,1715287050
394,naze,28.3667,129.4833,292.66,69,97,3.36,JP,1715287051
395,calvinia,-31.4707,19.776,288.1,54,0,2.21,ZA,1715287051
396,hasaki,35.7333,140.8333,278.37,58,0,3.05,JP,1715287052
397,yar,58.249,52.1026,271.4,93,99,6.99,RU,1715287053
398,talcahuano,-36.7167,-73.1167,286.97,72,40,4.12,CL,1715287053
399,qarazhal,48.0078,70.7903,288.97,59,100,3.52,KZ,1715287054
400,cuatro cienegas de carranza,26.9833,-102.0833,313.03,5,0,4.62,MX,1715287054
401,newport,51.5877,-2.9984,291.3,82,99,0.77,GB,1715286981
402,mingguang,32.7802,117.9638,287.45,83,0,3.21,CN,1715287056
403,potosi,-19.5836,-65.7531,291.63,32,75,2.57,BO,1715287056
404,ciutadella,40.0011,3.8414,288.6,81,0,2.46,ES,1715287057
405,awjilah,29.1081,21.2869,292.37,64,79,8.23,LY,1715287057
406,vryburg,-26.9566,24.7284,291.64,32,0,3.9,ZA,1715287058
407,uray,60.1247,64.7758,272.52,81,15,3.58,RU,1715287059
408,wanlaweyn,2.6185,44.8938,299.61,84,99,5.51,SO,1715287059
409,brookings,44.3114,-96.7984,292.34,49,75,5.66,US,1715286762
410,vilyuchinsk,52.9306,158.4028,277.55,69,6,3.09,RU,1715287061
411,alcobaca,39.5522,-8.9775,292.23,85,0,0.26,PT,1715287061
412,dedovichi,57.5517,29.9502,275.02,82,96,3.27,RU,1715287062
413,nybro,56.7446,15.9071,285.4,91,100,4.58,SE,1715286935
414,javea,38.7833,0.1667,293.68,49,100,8.05,ES,1715287063
415,groningen,53.25,6.75,287.11,87,17,2.06,NL,1715287064
416,melipilla,-33.7,-71.2167,292.4,58,100,2.44,CL,1715287064
417,cadale,2.7603,46.3222,301.27,81,92,7.5,SO,1715287065
418,gagarin,55.5529,34.9954,272.6,64,43,3.92,RU,1715287066
419,al majaridah,19.1236,41.9111,304.38,55,0,1.32,SA,1715286940
420,vacaria,-28.5122,-50.9339,288.69,86,95,1.25,BR,1715287067
421,mossel bay,-34.1831,22.146,285.11,85,2,1.29,ZA,1715287068
422,mitu,1.1983,-70.1733,300.0,95,94,0.85,CO,1715287068
423,enriquillo,17.9,-71.2333,304.97,74,88,3.07,DO,1715287069
424,dong ha,16.8163,107.1003,297.44,96,75,0.69,VN,1715287069
425,ust-tsilma,65.441,52.1498,269.6,93,10,3.58,RU,1715287070
426,orlov,58.5395,48.8917,272.18,94,100,6.56,RU,1715287071
427,shingu,33.7333,135.9833,283.11,46,0,2.18,JP,1715287071
428,conduaga,8.862,117.4893,298.67,87,15,1.61,PH,1715287072
429,hizan,38.2257,42.4278,283.38,67,100,0.81,TR,1715287072
430,maceio,-9.6658,-35.7353,301.84,74,40,4.12,BR,1715286844
431,yenangyaung,20.4667,94.8833,302.41,52,0,5.57,MM,1715287074
432,ketchikan,55.3422,-131.6461,284.14,93,100,4.12,US,1715287074
433,torbat-e heydariyeh,35.274,59.2195,284.58,71,100,7.58,IR,1715287075
434,isla vista,34.4133,-119.861,298.35,70,0,4.63,US,1715287076
435,dabakala,8.3667,-4.4333,300.52,64,97,0.74,CI,1715287077
436,bundaberg,-24.85,152.35,291.05,95,98,2.24,AU,1715287077
437,vershino-darasunskiy,52.35,115.5167,275.91,89,87,1.74,RU,1715287078
438,seme,15.1942,-12.9448,311.69,11,48,3.0,SN,1715287079
439,zhezqazghan,47.7833,67.7667,286.45,70,100,3.77,KZ,1715287079
440,bozhou,33.8772,115.7703,288.26,67,0,3.43,CN,1715286902
441,boqueirao,-7.5,-36.1333,297.9,93,38,4.11,BR,1715287080
442,sinabang,2.4803,96.3801,299.95,86,100,1.34,ID,1715287081
443,kalmunai,7.4167,81.8167,300.26,85,99,1.72,LK,1715287082
444,san pedro de ycuamandiyu,-24.0917,-57.0764,297.43,69,41,3.28,PY,1715287082
445,sylvan lake,52.3168,-114.0853,292.91,24,0,4.63,CA,1715287083
446,middlebury (village),44.0153,-73.1673,289.51,53,100,5.14,US,1715287083
447,afaahiti,-17.75,-149.2833,302.08,78,88,6.34,PF,1715287084
448,faya-largeau,17.9257,19.1043,310.24,12,2,4.1,TD,1715287085
449,amga,60.8953,131.9608,272.16,67,36,2.82,RU,1715287085
450,birao,10.2849,22.7882,303.54,13,96,2.09,CF,1715287086
451,ambalangoda,6.2355,80.0538,300.53,82,100,1.62,LK,1715287087
452,changuinola,9.4333,-82.5167,303.04,71,93,2.87,PA,1715287087
453,keningau,5.3378,116.1602,293.99,100,80,0.93,MY,1715287088
454,imbituba,-28.24,-48.6703,290.39,87,100,3.95,BR,1715287089
455,vorgashor,67.5833,63.95,270.82,74,100,9.05,RU,1715287089
456,praia da vitoria,38.7333,-27.0667,293.29,68,20,1.78,PT,1715287090
457,katsuren-haebaru,26.3369,127.8719,293.2,80,75,1.54,JP,1715287090
458,inskoy,54.4297,86.44,283.76,58,100,3.54,RU,1715287091
459,bahia honda,22.9036,-83.1592,305.85,52,17,3.83,CU,1715287092
460,winfield,37.2398,-96.9956,298.58,42,7,1.34,US,1715287008
461,bengkulu,-3.8004,102.2655,298.12,88,68,1.81,ID,1715287094
462,greenville,35.6127,-77.3663,301.16,64,0,5.14,US,1715286946
463,mount isa,-20.7333,139.5,292.02,88,40,4.12,AU,1715287095
464,bodo,67.28,14.405,278.17,84,75,9.26,NO,1715286897
465,al mutayrifi,25.4788,49.5576,297.34,24,2,3.67,SA,1715287096
466,harpswell center,43.8018,-69.9842,286.2,82,100,6.06,US,1715287097
467,galveston,29.3669,-94.9669,304.21,82,100,5.66,US,1715287070
468,lerwick,60.1545,-1.1494,282.15,79,100,3.5,GB,1715287098
469,geraldton,-28.7667,114.6,293.38,64,100,6.17,AU,1715287098
470,labin,45.095,14.1197,291.29,72,96,6.0,HR,1715287099
471,mount gambier,-37.8333,140.7667,282.45,90,79,1.16,AU,1715287101
472,usogorsk,63.4106,48.6872,274.08,98,97,2.65,RU,1715287101
473,malanville,11.8685,3.3899,309.4,35,92,1.33,BJ,1715287102
474,abomsa,9.9833,39.9833,296.91,62,93,1.76,ET,1715287103
475,tual,-5.6667,132.75,301.13,80,100,5.92,ID,1715287103
476,sao jose,-28.2333,-49.1667,289.15,99,100,0.98,BR,1715287104
477,kovdor,67.5662,30.4758,262.62,94,98,0.9,RU,1715287104
478,lucapa,-8.4192,20.7447,296.31,50,96,1.66,AO,1715287105
479,uturoa,-16.7333,-151.4333,300.85,74,13,6.82,PF,1715287106
480,ilha de mocambique,-15.0342,40.7358,299.49,74,7,3.7,MZ,1715287106
481,palmer,42.1584,-72.3287,294.05,41,40,3.09,US,1715286985
482,lisakovsk,52.5369,62.4936,279.25,61,0,3.87,KZ,1715287107
483,manaure,11.7751,-72.4445,302.5,77,100,6.51,CO,1715287108
484,kosh-agach,50.0,88.6667,283.88,39,100,1.79,RU,1715286921
485,gambiran satu,-8.3939,114.1464,296.56,100,100,0.95,ID,1715287109
486,yunyang,33.4474,112.7142,290.21,81,7,2.41,CN,1715287110
487,yeed,4.55,43.0333,301.21,68,100,3.25,SO,1715287110
488,alta sierra,35.7291,-118.5495,290.81,20,0,2.39,US,1715287111
489,danjiangkou,32.5428,111.5086,292.19,76,3,1.83,CN,1715287112
490,pueblo,38.2545,-104.6091,286.24,44,100,3.6,US,1715287112
491,dryden,49.7833,-92.7503,288.31,25,0,2.57,CA,1715287113
492,alofi,-19.0595,-169.9187,298.09,78,20,3.09,NU,1715287113
493,christchurch,-43.5333,172.6333,279.0,86,5,1.54,NZ,1715286875
494,kindu,-2.95,25.95,295.14,99,100,1.02,CD,1715287114
495,bubaque,11.2833,-15.8333,299.55,75,70,2.17,GW,1715287115
496,camabatela,-8.1881,15.375,293.48,72,81,0.82,AO,1715287116
497,sena madureira,-9.0656,-68.6569,303.95,64,93,0.53,BR,1715287116
498,juneau,58.3019,-134.4197,282.27,95,100,13.89,US,1715286947
499,pangody,65.85,74.4859,273.96,98,100,11.54,RU,1715287117
500,kingscliff,-28.2667,153.5667,290.22,88,75,4.12,AU,1715287118
501,arraial do cabo,-22.9661,-42.0278,301.13,78,0,2.57,BR,1715287119
502,salalah,17.0151,54.0924,303.2,79,75,3.6,OM,1715287119
503,limon,10.0,-83.0333,304.85,74,40,3.6,CR,1715287023
504,revelstoke,50.9832,-118.2023,296.16,20,0,1.54,CA,1715287120
505,zarate,-34.0981,-59.0286,287.02,10,0,2.21,AR,1715287121
506,serra negra,-22.6122,-46.7006,293.58,64,67,1.34,BR,1715287122
507,pekan,3.4836,103.3996,300.21,91,99,1.42,MY,1715287122
508,contamana,-7.3333,-75.0167,301.96,76,100,1.28,PE,1715287123
509,siwa oasis,29.2041,25.5195,300.83,21,61,6.91,EG,1715287123
510,san andres,12.5847,-81.7006,305.16,70,20,5.14,CO,1715286707
511,tangalle,6.024,80.7911,299.22,90,98,2.99,LK,1715287125
512,olonets,60.9847,32.9698,272.1,77,4,2.64,RU,1715287125
513,jayapura,-2.5333,140.7,297.81,92,100,1.72,ID,1715287126
514,moree,-29.4667,149.85,288.88,74,99,3.42,AU,1715287126
515,yurimaguas,-5.9,-76.0833,304.24,70,75,2.06,PE,1715287127
516,kotabumi,-4.8333,104.9,297.46,95,9,1.91,ID,1715287128
517,phon charoen,18.0333,103.1667,302.08,82,100,2.83,TH,1715287128
518,shimoda,34.6667,138.95,283.21,70,0,1.23,JP,1715287130
519,kristiansund,63.1115,7.732,279.51,61,100,3.09,NO,1715287131
520,ikalamavony,-21.15,46.5833,290.56,79,47,3.27,MG,1715287131
521,inarajan village,13.2736,144.7484,301.23,92,29,6.26,GU,1715287132
522,mahibadhoo,3.7833,72.9667,302.34,76,100,4.89,MV,1715287133
523,waterford,42.7023,-83.4027,287.64,71,100,4.63,US,1715287133
524,ginir,7.1333,40.7,289.45,86,59,0.87,ET,1715287134
525,leh,34.1667,77.5833,271.46,46,48,2.98,IN,1715287134
526,mahabad,36.7631,45.7222,284.74,67,100,3.09,IR,1715287135
527,mizdah,31.4451,12.9801,289.45,50,0,5.58,LY,1715287136
528,bayan,46.0833,127.4,283.95,59,100,5.45,CN,1715287136
529,morehead city,34.7229,-76.726,301.48,78,0,9.77,US,1715287137
530,zhicheng,30.2956,111.5047,291.88,85,80,0.4,CN,1715287137
531,kasempa,-13.4584,25.8338,289.67,58,50,2.57,ZM,1715287138
532,argo,37.6333,22.7333,289.02,75,94,2.52,GR,1715287007
533,badiyah,22.45,58.8,304.98,52,0,3.03,OM,1715287139
534,al kharj,24.155,47.3346,299.47,20,36,5.59,SA,1715287140
535,debark',13.1561,37.8981,290.41,44,98,1.6,ET,1715287141
536,shenjiamen,29.9576,122.298,289.14,83,39,6.37,CN,1715287141
537,tsetserleg,47.475,101.4542,274.05,52,14,7.22,MN,1715287142
538,lukoyanov,55.0277,44.4786,272.09,82,75,5.6,RU,1715287142
539,antofagasta,-23.65,-70.4,289.75,79,100,3.03,CL,1715286936
540,prince rupert,54.3161,-130.3201,286.2,77,75,3.6,CA,1715287144
541,toktogul,41.8708,72.9402,292.33,51,71,1.18,KG,1715287144
542,pionerskiy,54.9508,20.2275,282.12,75,100,7.25,RU,1715287145
543,cascais,38.6979,-9.4215,294.79,76,0,2.68,PT,1715287146
544,homer,59.6425,-151.5483,279.09,64,100,4.02,US,1715287146
545,ascension,30.2169,-90.9001,307.15,66,40,4.63,US,1715287148
546,tenno,39.9,139.9667,286.25,74,69,8.08,JP,1715287148
547,rikaze,29.25,88.8833,281.51,49,100,1.92,CN,1715287149
548,zahedan,29.4963,60.8629,299.1,11,0,4.12,IR,1715286606
549,morant bay,17.8815,-76.4093,304.94,76,87,3.95,JM,1715287150
550,ancud,-41.8697,-73.8203,282.91,74,49,5.29,CL,1715287150
551,vega de alatorre,20.0333,-96.6333,310.95,39,24,7.04,MX,1715287151
552,belmonte,-15.8631,-38.8828,298.76,81,0,1.94,BR,1715287152
553,trelleborg,55.3751,13.1569,286.12,92,100,5.24,SE,1715287152
554,bechar,31.6167,-2.2167,301.33,10,40,2.06,DZ,1715287153
555,peace river,56.2501,-117.286,293.32,26,75,8.23,CA,1715287153
556,swan hill,-35.3378,143.5544,284.58,97,100,2.57,AU,1715287154
557,es castell,39.8795,4.2854,288.53,88,0,0.0,ES,1715287155
558,nyzhnya krynka,48.1135,38.1606,279.8,41,5,2.6,UA,1715287155
559,bichura,50.5881,107.6022,274.96,98,100,4.45,RU,1715287156
560,karratha,-20.7377,116.8463,295.19,37,44,5.09,AU,1715287157
561,nakhon thai,17.1006,100.8374,298.06,88,99,0.8,TH,1715287157
562,praia,14.9215,-23.5087,298.45,69,40,6.69,CV,1715287158
563,ustyuzhna,58.8394,36.4321,271.71,66,20,3.48,RU,1715287158
564,vikulovo,56.8167,70.6107,280.56,82,100,6.6,RU,1715287159
565,magadan,59.5667,150.8,272.89,88,73,1.29,RU,1715287160
566,ilhabela,-23.7781,-45.3581,297.83,92,24,4.13,BR,1715287160
567,malvan,16.0667,73.4667,299.99,83,7,2.99,IN,1715287161
568,littleborough,53.6458,-2.0968,289.9,80,93,0.58,GB,1715287161
569,chulym,55.0997,80.9572,288.17,64,100,5.92,RU,1715287163
570,bikenibeu village,1.3673,173.1241,301.13,89,40,2.06,KI,1715287163
571,vanino,49.0869,140.2543,280.33,56,1,2.42,RU,1715287164
572,araci,-11.3333,-38.9667,297.91,72,70,3.8,BR,1715287164
573,la sarre,48.8002,-79.1996,287.83,35,98,4.89,CA,1715286908
574,colares,38.7992,-9.4469,294.7,77,0,2.68,PT,1715287166
575,hassi messaoud,31.6804,6.0729,297.07,22,0,4.63,DZ,1715287166
576,ko pha ngan,9.7578,100.0291,300.44,73,66,3.84,TH,1715287167
577,sanctuary point,-35.1114,150.629,287.77,89,100,2.98,AU,1715287167
578,waddan,29.1614,16.139,293.79,36,1,4.89,LY,1715287168
579,pariaman,-0.619,100.12,300.18,86,100,1.63,ID,1715287169
580,kill devil hills,36.0307,-75.676,302.15,60,40,5.14,US,1715287044
581,choibalsan,48.0667,114.5,279.59,75,99,3.17,MN,1715287170
582,preobrazheniye,42.9019,133.9064,283.33,51,54,2.03,RU,1715287170
583,les avirons,-21.2418,55.3394,295.18,68,0,3.6,RE,1715287171
584,selfoss,63.9331,-20.9971,280.95,57,94,2.4,IS,1715287172
